"state","county","fipscode","fipscode2","office","district","total.votes","party","candidate","votes"
"MA","Hinsdale","25003","2500330315","US Senate","statewide",897,"","All Others",0
"MA","Hinsdale","25003","2500330315","US Senate","statewide",897,"Democrat","Elizabeth A. Warren",567
"MA","Hinsdale","25003","2500330315","US Senate","statewide",897,"Republican","Geoff Diehl",296
"MA","Hinsdale","25003","2500330315","US Senate","statewide",897,"Unenrolled","Shiva Ayyadurai",34
"MA","Holbrook","25021","2502130455","US Senate","statewide",4454,"","All Others",3
"MA","Holbrook","25021","2502130455","US Senate","statewide",4454,"Democrat","Elizabeth A. Warren",2299
"MA","Holbrook","25021","2502130455","US Senate","statewide",4454,"Republican","Geoff Diehl",2030
"MA","Holbrook","25021","2502130455","US Senate","statewide",4454,"Unenrolled","Shiva Ayyadurai",122
"MA","Holden","25027","2502730560","US Senate","statewide",9592,"","All Others",10
"MA","Holden","25027","2502730560","US Senate","statewide",9592,"Democrat","Elizabeth A. Warren",4737
"MA","Holden","25027","2502730560","US Senate","statewide",9592,"Republican","Geoff Diehl",4482
"MA","Holden","25027","2502730560","US Senate","statewide",9592,"Unenrolled","Shiva Ayyadurai",363
"MA","Holland","25013","2501330665","US Senate","statewide",1130,"","All Others",2
"MA","Holland","25013","2501330665","US Senate","statewide",1130,"Democrat","Elizabeth A. Warren",461
"MA","Holland","25013","2501330665","US Senate","statewide",1130,"Republican","Geoff Diehl",607
"MA","Holland","25013","2501330665","US Senate","statewide",1130,"Unenrolled","Shiva Ayyadurai",60
"MA","Holliston","25017","2501730700","US Senate","statewide",7487,"","All Others",9
"MA","Holliston","25017","2501730700","US Senate","statewide",7487,"Democrat","Elizabeth A. Warren",4609
"MA","Holliston","25017","2501730700","US Senate","statewide",7487,"Republican","Geoff Diehl",2616
"MA","Holliston","25017","2501730700","US Senate","statewide",7487,"Unenrolled","Shiva Ayyadurai",253
"MA","Holyoke","25013","2501330840","US Senate","statewide",12197,"","All Others",3
"MA","Holyoke","25013","2501330840","US Senate","statewide",12197,"Democrat","Elizabeth A. Warren",8488
"MA","Holyoke","25013","2501330840","US Senate","statewide",12197,"Republican","Geoff Diehl",3281
"MA","Holyoke","25013","2501330840","US Senate","statewide",12197,"Unenrolled","Shiva Ayyadurai",425
"MA","Hopedale","25027","2502730945","US Senate","statewide",2827,"","All Others",5
"MA","Hopedale","25027","2502730945","US Senate","statewide",2827,"Democrat","Elizabeth A. Warren",1428
"MA","Hopedale","25027","2502730945","US Senate","statewide",2827,"Republican","Geoff Diehl",1305
"MA","Hopedale","25027","2502730945","US Senate","statewide",2827,"Unenrolled","Shiva Ayyadurai",89
"MA","Hopkinton","25017","2501731085","US Senate","statewide",7894,"","All Others",12
"MA","Hopkinton","25017","2501731085","US Senate","statewide",7894,"Democrat","Elizabeth A. Warren",4536
"MA","Hopkinton","25017","2501731085","US Senate","statewide",7894,"Republican","Geoff Diehl",3115
"MA","Hopkinton","25017","2501731085","US Senate","statewide",7894,"Unenrolled","Shiva Ayyadurai",231
"MA","Hubbardston","25027","2502731435","US Senate","statewide",2250,"","All Others",2
"MA","Hubbardston","25027","2502731435","US Senate","statewide",2250,"Democrat","Elizabeth A. Warren",906
"MA","Hubbardston","25027","2502731435","US Senate","statewide",2250,"Republican","Geoff Diehl",1228
"MA","Hubbardston","25027","2502731435","US Senate","statewide",2250,"Unenrolled","Shiva Ayyadurai",114
"MA","Hudson","25017","2501731540","US Senate","statewide",8824,"","All Others",5
"MA","Hudson","25017","2501731540","US Senate","statewide",8824,"Democrat","Elizabeth A. Warren",5036
"MA","Hudson","25017","2501731540","US Senate","statewide",8824,"Republican","Geoff Diehl",3452
"MA","Hudson","25017","2501731540","US Senate","statewide",8824,"Unenrolled","Shiva Ayyadurai",331
"MA","Hull","25023","2502331645","US Senate","statewide",5395,"","All Others",1
"MA","Hull","25023","2502331645","US Senate","statewide",5395,"Democrat","Elizabeth A. Warren",3057
"MA","Hull","25023","2502331645","US Senate","statewide",5395,"Republican","Geoff Diehl",2172
"MA","Hull","25023","2502331645","US Senate","statewide",5395,"Unenrolled","Shiva Ayyadurai",165
"MA","Huntington","25015","2501531785","US Senate","statewide",937,"","All Others",0
"MA","Huntington","25015","2501531785","US Senate","statewide",937,"Democrat","Elizabeth A. Warren",439
"MA","Huntington","25015","2501531785","US Senate","statewide",937,"Republican","Geoff Diehl",453
"MA","Huntington","25015","2501531785","US Senate","statewide",937,"Unenrolled","Shiva Ayyadurai",45
"MA","Ipswich","25009","2500932310","US Senate","statewide",7631,"","All Others",0
"MA","Ipswich","25009","2500932310","US Senate","statewide",7631,"Democrat","Elizabeth A. Warren",4317
"MA","Ipswich","25009","2500932310","US Senate","statewide",7631,"Republican","Geoff Diehl",3027
"MA","Ipswich","25009","2500932310","US Senate","statewide",7631,"Unenrolled","Shiva Ayyadurai",287
"MA","Kingston","25023","2502333220","US Senate","statewide",6408,"","All Others",6
"MA","Kingston","25023","2502333220","US Senate","statewide",6408,"Democrat","Elizabeth A. Warren",2819
"MA","Kingston","25023","2502333220","US Senate","statewide",6408,"Republican","Geoff Diehl",3369
"MA","Kingston","25023","2502333220","US Senate","statewide",6408,"Unenrolled","Shiva Ayyadurai",214
"MA","Lakeville","25023","2502333920","US Senate","statewide",5355,"","All Others",3
"MA","Lakeville","25023","2502333920","US Senate","statewide",5355,"Democrat","Elizabeth A. Warren",2019
"MA","Lakeville","25023","2502333920","US Senate","statewide",5355,"Republican","Geoff Diehl",3178
"MA","Lakeville","25023","2502333920","US Senate","statewide",5355,"Unenrolled","Shiva Ayyadurai",155
"MA","Lancaster","25027","2502734165","US Senate","statewide",3328,"","All Others",2
"MA","Lancaster","25027","2502734165","US Senate","statewide",3328,"Democrat","Elizabeth A. Warren",1581
"MA","Lancaster","25027","2502734165","US Senate","statewide",3328,"Republican","Geoff Diehl",1606
"MA","Lancaster","25027","2502734165","US Senate","statewide",3328,"Unenrolled","Shiva Ayyadurai",139
"MA","Lanesborough","25003","2500334340","US Senate","statewide",1404,"","All Others",2
"MA","Lanesborough","25003","2500334340","US Senate","statewide",1404,"Democrat","Elizabeth A. Warren",879
"MA","Lanesborough","25003","2500334340","US Senate","statewide",1404,"Republican","Geoff Diehl",477
"MA","Lanesborough","25003","2500334340","US Senate","statewide",1404,"Unenrolled","Shiva Ayyadurai",46
"MA","Lawrence","25009","2500934550","US Senate","statewide",15219,"","All Others",16
"MA","Lawrence","25009","2500934550","US Senate","statewide",15219,"Democrat","Elizabeth A. Warren",12336
"MA","Lawrence","25009","2500934550","US Senate","statewide",15219,"Republican","Geoff Diehl",2495
"MA","Lawrence","25009","2500934550","US Senate","statewide",15219,"Unenrolled","Shiva Ayyadurai",372
"MA","Lee","25003","2500334655","US Senate","statewide",2535,"","All Others",1
"MA","Lee","25003","2500334655","US Senate","statewide",2535,"Democrat","Elizabeth A. Warren",1753
"MA","Lee","25003","2500334655","US Senate","statewide",2535,"Republican","Geoff Diehl",705
"MA","Lee","25003","2500334655","US Senate","statewide",2535,"Unenrolled","Shiva Ayyadurai",76
"MA","Leicester","25027","2502734795","US Senate","statewide",4609,"","All Others",4
"MA","Leicester","25027","2502734795","US Senate","statewide",4609,"Democrat","Elizabeth A. Warren",1971
"MA","Leicester","25027","2502734795","US Senate","statewide",4609,"Republican","Geoff Diehl",2424
"MA","Leicester","25027","2502734795","US Senate","statewide",4609,"Unenrolled","Shiva Ayyadurai",210
"MA","Lenox","25003","2500334970","US Senate","statewide",2676,"","All Others",4
"MA","Lenox","25003","2500334970","US Senate","statewide",2676,"Democrat","Elizabeth A. Warren",2069
"MA","Lenox","25003","2500334970","US Senate","statewide",2676,"Republican","Geoff Diehl",538
"MA","Lenox","25003","2500334970","US Senate","statewide",2676,"Unenrolled","Shiva Ayyadurai",65
"MA","Leominster","25027","2502735075","US Senate","statewide",15267,"","All Others",8
"MA","Leominster","25027","2502735075","US Senate","statewide",15267,"Democrat","Elizabeth A. Warren",7676
"MA","Leominster","25027","2502735075","US Senate","statewide",15267,"Republican","Geoff Diehl",6951
"MA","Leominster","25027","2502735075","US Senate","statewide",15267,"Unenrolled","Shiva Ayyadurai",632
"MA","Leverett","25011","2501135180","US Senate","statewide",1135,"","All Others",0
"MA","Leverett","25011","2501135180","US Senate","statewide",1135,"Democrat","Elizabeth A. Warren",990
"MA","Leverett","25011","2501135180","US Senate","statewide",1135,"Republican","Geoff Diehl",125
"MA","Leverett","25011","2501135180","US Senate","statewide",1135,"Unenrolled","Shiva Ayyadurai",20
"MA","Lexington","25017","2501735215","US Senate","statewide",15866,"","All Others",11
"MA","Lexington","25017","2501735215","US Senate","statewide",15866,"Democrat","Elizabeth A. Warren",11978
"MA","Lexington","25017","2501735215","US Senate","statewide",15866,"Republican","Geoff Diehl",3379
"MA","Lexington","25017","2501735215","US Senate","statewide",15866,"Unenrolled","Shiva Ayyadurai",498
"MA","Leyden","25011","2501135285","US Senate","statewide",430,"","All Others",0
"MA","Leyden","25011","2501135285","US Senate","statewide",430,"Democrat","Elizabeth A. Warren",289
"MA","Leyden","25011","2501135285","US Senate","statewide",430,"Republican","Geoff Diehl",128
"MA","Leyden","25011","2501135285","US Senate","statewide",430,"Unenrolled","Shiva Ayyadurai",13
"MA","Lincoln","25017","2501735425","US Senate","statewide",3509,"","All Others",4
"MA","Lincoln","25017","2501735425","US Senate","statewide",3509,"Democrat","Elizabeth A. Warren",2743
"MA","Lincoln","25017","2501735425","US Senate","statewide",3509,"Republican","Geoff Diehl",658
"MA","Lincoln","25017","2501735425","US Senate","statewide",3509,"Unenrolled","Shiva Ayyadurai",104
"MA","Littleton","25017","2501735950","US Senate","statewide",5195,"","All Others",0
"MA","Littleton","25017","2501735950","US Senate","statewide",5195,"Democrat","Elizabeth A. Warren",3085
"MA","Littleton","25017","2501735950","US Senate","statewide",5195,"Republican","Geoff Diehl",1919
"MA","Littleton","25017","2501735950","US Senate","statewide",5195,"Unenrolled","Shiva Ayyadurai",191
"MA","Longmeadow","25013","2501336300","US Senate","statewide",8026,"","All Others",12
"MA","Longmeadow","25013","2501336300","US Senate","statewide",8026,"Democrat","Elizabeth A. Warren",4541
"MA","Longmeadow","25013","2501336300","US Senate","statewide",8026,"Republican","Geoff Diehl",3174
"MA","Longmeadow","25013","2501336300","US Senate","statewide",8026,"Unenrolled","Shiva Ayyadurai",299
"MA","Lowell","25017","2501737000","US Senate","statewide",26171,"","All Others",0
"MA","Lowell","25017","2501737000","US Senate","statewide",26171,"Democrat","Elizabeth A. Warren",17039
"MA","Lowell","25017","2501737000","US Senate","statewide",26171,"Republican","Geoff Diehl",8092
"MA","Lowell","25017","2501737000","US Senate","statewide",26171,"Unenrolled","Shiva Ayyadurai",1040
"MA","Ludlow","25013","2501337175","US Senate","statewide",8016,"","All Others",8
"MA","Ludlow","25013","2501337175","US Senate","statewide",8016,"Democrat","Elizabeth A. Warren",3769
"MA","Ludlow","25013","2501337175","US Senate","statewide",8016,"Republican","Geoff Diehl",3930
"MA","Ludlow","25013","2501337175","US Senate","statewide",8016,"Unenrolled","Shiva Ayyadurai",309
"MA","Lunenburg","25027","2502737420","US Senate","statewide",5249,"","All Others",12
"MA","Lunenburg","25027","2502737420","US Senate","statewide",5249,"Democrat","Elizabeth A. Warren",2527
"MA","Lunenburg","25027","2502737420","US Senate","statewide",5249,"Republican","Geoff Diehl",2517
"MA","Lunenburg","25027","2502737420","US Senate","statewide",5249,"Unenrolled","Shiva Ayyadurai",193
"MA","Lynn","25009","2500937490","US Senate","statewide",24209,"","All Others",30
"MA","Lynn","25009","2500937490","US Senate","statewide",24209,"Democrat","Elizabeth A. Warren",16262
"MA","Lynn","25009","2500937490","US Senate","statewide",24209,"Republican","Geoff Diehl",7173
"MA","Lynn","25009","2500937490","US Senate","statewide",24209,"Unenrolled","Shiva Ayyadurai",744
"MA","Lynnfield","25009","2500937560","US Senate","statewide",6335,"","All Others",0
"MA","Lynnfield","25009","2500937560","US Senate","statewide",6335,"Democrat","Elizabeth A. Warren",2585
"MA","Lynnfield","25009","2500937560","US Senate","statewide",6335,"Republican","Geoff Diehl",3555
"MA","Lynnfield","25009","2500937560","US Senate","statewide",6335,"Unenrolled","Shiva Ayyadurai",195
"MA","Malden","25017","2501737875","US Senate","statewide",17469,"","All Others",20
"MA","Malden","25017","2501737875","US Senate","statewide",17469,"Democrat","Elizabeth A. Warren",12529
"MA","Malden","25017","2501737875","US Senate","statewide",17469,"Republican","Geoff Diehl",4404
"MA","Malden","25017","2501737875","US Senate","statewide",17469,"Unenrolled","Shiva Ayyadurai",516
"MA","Manchester","25009","2500937995","US Senate","statewide",3110,"","All Others",7
"MA","Manchester","25009","2500937995","US Senate","statewide",3110,"Democrat","Elizabeth A. Warren",1863
"MA","Manchester","25009","2500937995","US Senate","statewide",3110,"Republican","Geoff Diehl",1140
"MA","Manchester","25009","2500937995","US Senate","statewide",3110,"Unenrolled","Shiva Ayyadurai",100
"MA","Mansfield","25005","2500538225","US Senate","statewide",10766,"","All Others",0
"MA","Mansfield","25005","2500538225","US Senate","statewide",10766,"Democrat","Elizabeth A. Warren",5606
"MA","Mansfield","25005","2500538225","US Senate","statewide",10766,"Republican","Geoff Diehl",4785
"MA","Mansfield","25005","2500538225","US Senate","statewide",10766,"Unenrolled","Shiva Ayyadurai",375
"MA","Marblehead","25009","2500938400","US Senate","statewide",11397,"","All Others",12
"MA","Marblehead","25009","2500938400","US Senate","statewide",11397,"Democrat","Elizabeth A. Warren",6903
"MA","Marblehead","25009","2500938400","US Senate","statewide",11397,"Republican","Geoff Diehl",4090
"MA","Marblehead","25009","2500938400","US Senate","statewide",11397,"Unenrolled","Shiva Ayyadurai",392
"MA","Marion","25023","2502338540","US Senate","statewide",2776,"","All Others",0
"MA","Marion","25023","2502338540","US Senate","statewide",2776,"Democrat","Elizabeth A. Warren",1511
"MA","Marion","25023","2502338540","US Senate","statewide",2776,"Republican","Geoff Diehl",1186
"MA","Marion","25023","2502338540","US Senate","statewide",2776,"Unenrolled","Shiva Ayyadurai",79
"MA","Marlborough","25017","2501738715","US Senate","statewide",14331,"","All Others",14
"MA","Marlborough","25017","2501738715","US Senate","statewide",14331,"Democrat","Elizabeth A. Warren",8391
"MA","Marlborough","25017","2501738715","US Senate","statewide",14331,"Republican","Geoff Diehl",5355
"MA","Marlborough","25017","2501738715","US Senate","statewide",14331,"Unenrolled","Shiva Ayyadurai",571
"MA","Marshfield","25023","2502338855","US Senate","statewide",13257,"","All Others",0
"MA","Marshfield","25023","2502338855","US Senate","statewide",13257,"Democrat","Elizabeth A. Warren",5951
